market,order_city,order_country,order_region,order_state,geography_ID,warehouse_ID
"LATAM","Guanajuato","México","Central America","Guanajuato",1836,"WH_AM"
"LATAM","Melchor Ocampo","México","Central America","México",1883,"WH_AM"
"LATAM","Guzmán","México","Central America","Jalisco",1884,"WH_AM"
"LATAM","Zihuatanejo","México","Central America","Guerrero",1888,"WH_AM"
"LATAM","Monclova","México","Central America","Coahuila",2006,"WH_AM"
"LATAM","Cuajimalpa","México","Central America","Distrito Federal",2012,"WH_AM"
"LATAM","Cuautitlán","México","Central America","México",2017,"WH_AM"
"LATAM","Sahuayo de José María Morelos","México","Central America","Michoacán",2134,"WH_AM"
"LATAM","Chetumal","México","Central America","Quintana Roo",2136,"WH_AM"
"LATAM","Fresnillo de González Echeverría","México","Central America","Zacatecas",2139,"WH_AM"
"LATAM","Garza García","México","Central America","Nuevo León",2172,"WH_AM"
"LATAM","Salamanca","México","Central America","Guanajuato",2270,"WH_AM"
"LATAM","Rosarito","México","Central America","Baja California",2410,"WH_AM"
"LATAM","Chilpancingo","México","Central America","Guerrero",2433,"WH_AM"
"LATAM","Linares","México","Central America","Nuevo León",2435,"WH_AM"
"LATAM","Manzanillo","México","Central America","Colima",2439,"WH_AM"
"LATAM","Valle Hermoso","México","Central America","Tamaulipas",2484,"WH_AM"
"LATAM","Ensenada","México","Central America","Baja California",2512,"WH_AM"
"LATAM","La Paz","México","Central America","Baja California Sur",2532,"WH_AM"
"LATAM","Altotonga","México","Central America","Veracruz",2553,"WH_AM"
"LATAM","Frontera","México","Central America","Tabasco",2608,"WH_AM"
"LATAM","Temixco","México","Central America","Morelos",2627,"WH_AM"
"LATAM","Cholula","México","Central America","Puebla",2689,"WH_AM"
"LATAM","Coatzacoalcos","México","Central America","Veracruz",2693,"WH_AM"
"LATAM","San Juan del Río","México","Central America","Querétaro",2823,"WH_AM"
"LATAM","Teziutlán","México","Central America","Puebla",2845,"WH_AM"
"LATAM","Río Bravo","México","Central America","Tamaulipas",2905,"WH_AM"
"LATAM","Acayucan","México","Central America","Veracruz",2981,"WH_AM"
"LATAM","Tapachula","México","Central America","Chiapas",2994,"WH_AM"
"LATAM","Matehuala","México","Central America","San Luis Potosí",3212,"WH_AM"
"LATAM","Huixquilucan","México","Central America","México",3237,"WH_AM"
"LATAM","Cadereyta","México","Central America","Nuevo León",3383,"WH_AM"
"LATAM","Delicias","México","Central America","Chihuahua",3385,"WH_AM"
"LATAM","Acámbaro","México","Central America","Guanajuato",3437,"WH_AM"
"LATAM","Guamúchil","México","Central America","Sinaloa",3471,"WH_AM"
"LATAM","Petapa","Guatemala","Central America","Guatemala",49,"WH_AM"
"LATAM","Mejicanos","El Salvador","Central America","San Salvador",50,"WH_AM"
"LATAM","David","Panamá","Central America","Chiriquí",51,"WH_AM"
"LATAM","Santo Domingo","República Dominicana","Caribbean","Santo Domingo",52,"WH_AM"
"LATAM","Ilopango","El Salvador","Central America","San Salvador",55,"WH_AM"
"LATAM","Tegucigalpa","Honduras","Central America","Francisco Morazán",56,"WH_AM"
"LATAM","Camagüey","Cuba","Caribbean","Camagüey",66,"WH_AM"
"LATAM","Las Tunas","Cuba","Caribbean","Las Tunas",67,"WH_AM"
"LATAM","San Miguelito","Panamá","Central America","Panamá",69,"WH_AM"
"LATAM","Santiago de Cuba","Cuba","Caribbean","Santiago de Cuba",73,"WH_AM"
"LATAM","San Pedro Sula","Honduras","Central America","Cortés",74,"WH_AM"
"LATAM","Holguín","Cuba","Caribbean","Holguín",76,"WH_AM"
"LATAM","Managua","Nicaragua","Central America","Managua",78,"WH_AM"
"LATAM","Mixco","Guatemala","Central America","Guatemala",81,"WH_AM"
"LATAM","Nueva Gerona","Cuba","Caribbean","Isla de la Juventud",82,"WH_AM"
"LATAM","Chimaltenango","Guatemala","Central America","Chimaltenango",83,"WH_AM"
"LATAM","Villa Nueva","Guatemala","Central America","Guatemala",84,"WH_AM"
"LATAM","León","Nicaragua","Central America","León",89,"WH_AM"
"LATAM","Apopa","El Salvador","Central America","San Salvador",91,"WH_AM"
"LATAM","La Ceiba","Honduras","Central America","Atlántida",93,"WH_AM"
"USCA","Ottawa","Canada","Canada","Ontario",144,"WH_AM"
"USCA","Kitchener","Canada","Canada","Ontario",145,"WH_AM"
"LATAM","Chaguanas","Trinidad y Tobago","Caribbean","Chaguanas",251,"WH_AM"
"LATAM","Huehuetenango","Guatemala","Central America","Huehuetenango",257,"WH_AM"
"LATAM","Chinautla","Guatemala","Central America","Guatemala",258,"WH_AM"
"LATAM","Tipitapa","Nicaragua","Central America","Managua",300,"WH_AM"
"LATAM","Santiago de los Caballeros","República Dominicana","Caribbean","Santiago de Chile",383,"WH_AM"
"LATAM","San Salvador","El Salvador","Central America","San Salvador",384,"WH_AM"
"LATAM","Pinar del Río","Cuba","Caribbean","Pinar del Río",385,"WH_AM"
"LATAM","Matagalpa","Nicaragua","Central America","Matagalpa",392,"WH_AM"
"LATAM","Cuscatancingo","El Salvador","Central America","San Salvador",393,"WH_AM"
"LATAM","Portmore","Jamaica","Caribbean","Santa Caterina",403,"WH_AM"
"LATAM","Guantánamo","Cuba","Caribbean","Guantánamo",405,"WH_AM"
"LATAM","Villa Canales","Guatemala","Central America","Guatemala",564,"WH_AM"
"LATAM","San Martín","El Salvador","Central America","Cuscatlán",641,"WH_AM"
"LATAM","Carrefour","Haití","Caribbean","Ouest",767,"WH_AM"
"LATAM","Quetzaltenango","Guatemala","Central America","Quezaltenango",770,"WH_AM"
"LATAM","Panama City","Panamá","Central America","Panamá",771,"WH_AM"
"LATAM","Cienfuegos","Cuba","Caribbean","Cienfuegos",843,"WH_AM"
"USCA","London","Canada","Canada","Ontario",886,"WH_AM"
"USCA","North York","Canada","Canada","Ontario",889,"WH_AM"
"USCA","Mississauga","Canada","Canada","Ontario",891,"WH_AM"
"USCA","Windsor","Canada","Canada","Ontario",899,"WH_AM"
"USCA","Surrey","Canada","Canada","Columbia británica",902,"WH_AM"
"USCA","Calgary","Canada","Canada","Alberta",907,"WH_AM"
"USCA","Saanich","Canada","Canada","Columbia británica",1050,"WH_AM"
"USCA","Saskatoon","Canada","Canada","Saskatchewan",1064,"WH_AM"
"LATAM","Masaya","Nicaragua","Central America","Masaya",1094,"WH_AM"
"LATAM","Soyapango","El Salvador","Central America","San Salvador",1095,"WH_AM"
"LATAM","Nicoya","Costa Rica","Central America","Guanacaste",1097,"WH_AM"
"LATAM","Estelí","Nicaragua","Central America","Estelí",1099,"WH_AM"
"USCA","Toronto","Canada","Canada","Ontario",1122,"WH_AM"
"LATAM","Choloma","Honduras","Central America","Cortés",1174,"WH_AM"
"LATAM","San José de las Lajas","Cuba","Caribbean","Mayabeque",1181,"WH_AM"
"LATAM","Palma Soriano","Cuba","Caribbean","Santiago de Cuba",1185,"WH_AM"
"LATAM","Matanzas","Cuba","Caribbean","Matanzas",1187,"WH_AM"
"LATAM","Santa Clara","Cuba","Caribbean","Villa Clara",1189,"WH_AM"
"LATAM","Santa Ana","El Salvador","Central America","Santa Ana",1193,"WH_AM"
"LATAM","La Romana","República Dominicana","Caribbean","La Romana",1196,"WH_AM"
"LATAM","Santa Cruz de Barahona","República Dominicana","Caribbean","Barahona",1197,"WH_AM"
"LATAM","La Vega","República Dominicana","Caribbean","La Vega",1203,"WH_AM"
"LATAM","Choluteca","Honduras","Central America","Choluteca",1236,"WH_AM"
"LATAM","Gonaïves","Haití","Caribbean","Artibonito",1242,"WH_AM"
"LATAM","Sancti Spíritus","Cuba","Caribbean","Sancti Spíritus",1243,"WH_AM"
"LATAM","San Fernando","Trinidad y Tobago","Caribbean","San Fernando",1252,"WH_AM"
"LATAM","Manzanillo","Cuba","Caribbean","Granma",1260,"WH_AM"
"LATAM","Delgado","El Salvador","Central America","San Salvador",1264,"WH_AM"
"LATAM","Colón","Panamá","Central America","Colón",1267,"WH_AM"
"LATAM","Granada","Nicaragua","Central America","Granada",1287,"WH_AM"
"LATAM","Escuintla","Guatemala","Central America","Escuintla",1288,"WH_AM"
"LATAM","El Progreso","Honduras","Central America","Yoro",1296,"WH_AM"
"LATAM","Contramaestre","Cuba","Caribbean","Santiago de Cuba",1299,"WH_AM"
"LATAM","Bridgetown","Barbados","Caribbean","San Miguel",1303,"WH_AM"
"LATAM","Moa","Cuba","Caribbean","Holguín",1306,"WH_AM"
"LATAM","Consolación del Sur","Cuba","Caribbean","Pinar del Río",1315,"WH_AM"
"LATAM","Puerto Padre","Cuba","Caribbean","Las Tunas",1351,"WH_AM"
"LATAM","Les Abymes","Guadalupe","Caribbean","Guadalupe",1352,"WH_AM"
"LATAM","Moca","República Dominicana","Caribbean","Espaillat",1381,"WH_AM"
"LATAM","San Pedro de Macorís","República Dominicana","Caribbean","San Pedro de Macorís",1439,"WH_AM"
"LATAM","Antiguo Cuscatlán","El Salvador","Central America","La Libertad",1443,"WH_AM"
"LATAM","Baní","República Dominicana","Caribbean","Peravia",1446,"WH_AM"
"LATAM","Amatitlán","Guatemala","Central America","Guatemala",1447,"WH_AM"
"LATAM","San Francisco de Macorís","República Dominicana","Caribbean","Duarte",1459,"WH_AM"
"LATAM","Bayamo","Cuba","Caribbean","Granma",1481,"WH_AM"
"LATAM","Spanish Town","Jamaica","Caribbean","Santa Caterina",1482,"WH_AM"
"LATAM","Ciego de Ávila","Cuba","Caribbean","Ciego de Ávila",1484,"WH_AM"
"LATAM","Chinandega","Nicaragua","Central America","Chinandega",1496,"WH_AM"
"LATAM","San Juan de la Maguana","República Dominicana","Caribbean","San Juan",1501,"WH_AM"
"LATAM","Arraiján","Panamá","Central America","Panamá",1553,"WH_AM"
"LATAM","Sonsonate","El Salvador","Central America","Sonsonate",1569,"WH_AM"
"USCA","Regina","Canada","Canada","Saskatchewan",1588,"WH_AM"
"USCA","Montréal","Canada","Canada","Quebec",1589,"WH_AM"
"LATAM","Morón","Cuba","Caribbean","Ciego de Ávila",1645,"WH_AM"
"LATAM","Fort-de-France","Martinica","Caribbean","Martinica",1670,"WH_AM"
"LATAM","Bajos de Haina","República Dominicana","Caribbean","San Cristóbal",1673,"WH_AM"
"USCA","Winnipeg","Canada","Canada","Manitoba",1715,"WH_AM"
"USCA","Kingston","Canada","Canada","Ontario",1720,"WH_AM"
"USCA","Quebec","Canada","Canada","Quebec",1722,"WH_AM"
"USCA","Oshawa","Canada","Canada","Ontario",1844,"WH_AM"
"USCA","Markham","Canada","Canada","Ontario",1937,"WH_AM"
"LATAM","Cárdenas","Cuba","Caribbean","Matanzas",2010,"WH_AM"
"USCA","Vancouver","Canada","Canada","Columbia británica",2055,"WH_AM"
"USCA","Saint-Laurent","Canada","Canada","Quebec",2058,"WH_AM"
"USCA","Waterloo","Canada","Canada","Ontario",2153,"WH_AM"
"USCA","Brampton","Canada","Canada","Ontario",2200,"WH_AM"
"USCA","St. Catharines","Canada","Canada","Ontario",2534,"WH_AM"
"USCA","Richmond Hill","Canada","Canada","Ontario",2572,"WH_AM"
"USCA","Vaughan","Canada","Canada","Ontario",2575,"WH_AM"
"USCA","Peterborough","Canada","Canada","Ontario",2576,"WH_AM"
"USCA","Richmond","Canada","Canada","Columbia británica",2586,"WH_AM"
"USCA","Whitby","Canada","Canada","Ontario",2587,"WH_AM"
"USCA","Abbotsford","Canada","Canada","Columbia británica",2683,"WH_AM"
"LATAM","Bonao","República Dominicana","Caribbean","Monseñor Nouel",2696,"WH_AM"
"USCA","Laval","Canada","Canada","Quebec",2733,"WH_AM"
"LATAM","Artemisa","Cuba","Caribbean","Artemisa",2752,"WH_AM"
"USCA","Guelph","Canada","Canada","Ontario",2759,"WH_AM"
"USCA","Edmonton","Canada","Canada","Alberta",2790,"WH_AM"
"LATAM","La Chorrera","Panamá","Central America","Panamá",2904,"WH_AM"
"USCA","Oakville","Canada","Canada","Ontario",2997,"WH_AM"
"USCA","Burnaby","Canada","Canada","Columbia británica",3223,"WH_AM"
"USCA","Dartmouth","Canada","Canada","Nueva Escocia",3227,"WH_AM"
"USCA","Hamilton","Canada","Canada","Ontario",3246,"WH_AM"
"LATAM","Guatemala City","Guatemala","Central America","Guatemala",3265,"WH_AM"
"LATAM","San Ignacio","Belice","Central America","Distrito de Cayo",3305,"WH_AM"
"USCA","Pickering","Canada","Canada","Ontario",3331,"WH_AM"
"USCA","Brantford","Canada","Canada","Ontario",3428,"WH_AM"
"USCA","Longueuil","Canada","Canada","Quebec",3452,"WH_AM"
"USCA","Halifax","Canada","Canada","Nueva Escocia",3507,"WH_AM"
"USCA","Gatineau","Canada","Canada","Quebec",3651,"WH_AM"
"USCA","Burlington","Canada","Canada","Ontario",3708,"WH_AM"
"USCA","St. John's","Canada","Canada","Terranova",3724,"WH_AM"
"Africa","Kinshasa","República Democrática del Congo","Central Africa","Kinshasa",36,"WH_EU"
"Africa","Kuito","Angola","Central Africa","Bié",95,"WH_EU"
"Africa","Pretoria","SudAfrica","Southern Africa","Gauteng",159,"WH_EU"
"Africa","Port Elizabeth","SudAfrica","Southern Africa","Cabo Oriental",164,"WH_EU"
"Africa","Newcastle","SudAfrica","Southern Africa","KwaZulu-Natal",168,"WH_EU"
"Africa","Bandundu","República Democrática del Congo","Central Africa","Bandundu",209,"WH_EU"
"Africa","Foumban","Camerún","Central Africa","Ouest",210,"WH_EU"
"Africa","Luanda","Angola","Central Africa","Luanda",211,"WH_EU"
"Africa","Nkongsamba","Camerún","Central Africa","Littoral",215,"WH_EU"
"Africa","Mbuji-mayi","República Democrática del Congo","Central Africa","Kasai Oriental",216,"WH_EU"
"Africa","Cape Town","SudAfrica","Southern Africa","Cabo Occidental",223,"WH_EU"
"Africa","Potchefstroom","SudAfrica","Southern Africa","Noroeste",310,"WH_EU"
"Africa","Kalemie","República Democrática del Congo","Central Africa","Katanga",435,"WH_EU"
"Africa","Johannesburg","SudAfrica","Southern Africa","Gauteng",649,"WH_EU"
"Africa","Stellenbosch","SudAfrica","Southern Africa","Cabo Occidental",653,"WH_EU"
"Africa","Maseru","Lesoto","Southern Africa","Maseru",655,"WH_EU"
"Africa","Soweto","SudAfrica","Southern Africa","Gauteng",656,"WH_EU"
"Africa","Edea","Camerún","Central Africa","Littoral",1068,"WH_EU"
"Africa","Lubumbashi","República Democrática del Congo","Central Africa","Katanga",1071,"WH_EU"
"Africa","Kananga","República Democrática del Congo","Central Africa","Kasai Occidental",1113,"WH_EU"
"Africa","Mbandaka","República Democrática del Congo","Central Africa","Équateur",1115,"WH_EU"
"Africa","Malanje","Angola","Central Africa","Malanje",1383,"WH_EU"
"Africa","Likasi","República Democrática del Congo","Central Africa","Katanga",1599,"WH_EU"
"Africa","Namibe","Angola","Central Africa","Namibe",1795,"WH_EU"
"Africa","Garoua","Camerún","Central Africa","Nord",1797,"WH_EU"
"Africa","Kolwezi","República Democrática del Congo","Central Africa","Katanga",1850,"WH_EU"
"Africa","eMbalenhle","SudAfrica","Southern Africa","Mpumalanga",1855,"WH_EU"
"Africa","Yaounde","Camerún","Central Africa","Centro",1956,"WH_EU"
"Africa","Ebolowa","Camerún","Central Africa","Sud",1958,"WH_EU"
"Africa","Kisangani","República Democrática del Congo","Central Africa","Provincia Oriental",1962,"WH_EU"
"Africa","Krugersdorp","SudAfrica","Southern Africa","Gauteng",1964,"WH_EU"
"Africa","Loubomo","República del Congo","Central Africa","Niari",1965,"WH_EU"
"Africa","Bloemfontein","SudAfrica","Southern Africa","Estado Libre",2073,"WH_EU"
"Africa","Westonaria","SudAfrica","Southern Africa","Gauteng",2076,"WH_EU"
"Africa","Benguela","Angola","Central Africa","Benguela",2079,"WH_EU"
"Africa","Ngaoundere","Camerún","Central Africa","Adamaoua",2105,"WH_EU"
"Africa","East London","SudAfrica","Southern Africa","Cabo Oriental",2111,"WH_EU"
"Africa","Bertoua","Camerún","Central Africa","Est",2113,"WH_EU"
"Africa","Bafoussam","Camerún","Central Africa","Ouest",2155,"WH_EU"
"Africa","Libreville","Gabón","Central Africa","Estuaire",2178,"WH_EU"
"Africa","George","SudAfrica","Southern Africa","Cabo Occidental",2245,"WH_EU"
"Africa","Kumba","Camerún","Central Africa","Ouest del Sur",2249,"WH_EU"
"Africa","Giyani","SudAfrica","Southern Africa","Limpopo",2287,"WH_EU"
"Africa","Windhoek","Namibia","Southern Africa","Khomas",2288,"WH_EU"
"Africa","Mpumalanga","SudAfrica","Southern Africa","KwaZulu-Natal",2293,"WH_EU"
"Africa","Kamina","República Democrática del Congo","Central Africa","Katanga",2391,"WH_EU"
"Africa","Mabopane","SudAfrica","Southern Africa","Gauteng",2418,"WH_EU"
"Africa","Bamenda","Camerún","Central Africa","Nord-Ouest",2469,"WH_EU"
"Africa","Vryburg","SudAfrica","Southern Africa","Noroeste",2544,"WH_EU"
"Africa","Kikwit","República Democrática del Congo","Central Africa","Bandundu",2547,"WH_EU"
"Africa","Manzini","Suazilandia","Southern Africa","Manzini",2549,"WH_EU"
"Africa","Vereeniging","SudAfrica","Southern Africa","Gauteng",2600,"WH_EU"
"Africa","Roodepoort","SudAfrica","Southern Africa","Gauteng",2660,"WH_EU"
"Africa","Bangui","República Centroafricana","Central Africa","Bangui",2665,"WH_EU"
"Africa","Durban","SudAfrica","Southern Africa","KwaZulu-Natal",2745,"WH_EU"
"Africa","Rustenburg","SudAfrica","Southern Africa","Noroeste",2800,"WH_EU"
"Africa","Bukavu","República Democrática del Congo","Central Africa","Kivu del Sur",2840,"WH_EU"
"Africa","Huambo","Angola","Central Africa","Huambo",2855,"WH_EU"
"Africa","Matadi","República Democrática del Congo","Central Africa","Bajo Congo",2859,"WH_EU"
"Africa","Kindu","República Democrática del Congo","Central Africa","Maniema",2892,"WH_EU"
"Africa","Loum","Camerún","Central Africa","Littoral",2894,"WH_EU"
"Africa","Tembisa","SudAfrica","Southern Africa","Gauteng",2923,"WH_EU"
"Africa","Umtata","SudAfrica","Southern Africa","Cabo Oriental",2924,"WH_EU"
"Africa","Randfontein","SudAfrica","Southern Africa","Gauteng",3152,"WH_EU"
"Africa","Centurion","SudAfrica","Southern Africa","Gauteng",3177,"WH_EU"
"Africa","Maroua","Camerún","Central Africa","Extreme-Nord",3285,"WH_EU"
"Africa","Uvira","República Democrática del Congo","Central Africa","Kivu del Sur",3320,"WH_EU"
"Africa","Gaborone","Botsuana","Southern Africa","Sudeste",3470,"WH_EU"
"Africa","Pietermaritzburg","SudAfrica","Southern Africa","KwaZulu-Natal",3516,"WH_EU"
"Africa","Bata","Guinea Ecuatorial","Central Africa","Litoral",3519,"WH_EU"
"Africa","Lubango","Angola","Central Africa","Huila",3620,"WH_EU"
"Africa","Boksburg","SudAfrica","Southern Africa","Gauteng",3640,"WH_EU"
"Africa","Koumra","Chad","Central Africa","Mandoul",3641,"WH_EU"
"Africa","Ulundi","SudAfrica","Southern Africa","KwaZulu-Natal",3682,"WH_EU"
"Africa","Springs","SudAfrica","Southern Africa","Gauteng",3694,"WH_EU"
"Africa","Vanderbijlpark","SudAfrica","Southern Africa","Gauteng",3723,"WH_EU"
"Africa","Botshabelo","SudAfrica","Southern Africa","Estado Libre",3731,"WH_EU"
"Africa","Stanger","SudAfrica","Southern Africa","KwaZulu-Natal",3737,"WH_EU"
"Africa","Benoni","SudAfrica","Southern Africa","Gauteng",3750,"WH_EU"
"Africa","Limbe","Camerún","Central Africa","Ouest del Sur",3760,"WH_EU"
"Africa","Volksrust","SudAfrica","Southern Africa","Mpumalanga",3766,"WH_EU"
"Africa","Hargeysa","Somalia","East Africa","Gobolka Woqooyi Galbeed",97,"WH_EU"
"Africa","Antananarivo","Madagascar","East Africa","Analamanga",149,"WH_EU"
"Africa","Livingstone","Zambia","East Africa","Meridional",153,"WH_EU"
"Africa","Quelimane","Mozambique","East Africa","Zambezia",163,"WH_EU"
"Africa","Shinyanga","Tanzania","East Africa","Shinyanga",165,"WH_EU"
"Africa","Kismaayo","Somalia","East Africa","Jubbada Hoose",166,"WH_EU"
"Africa","Butare","Ruanda","East Africa","Meridional",167,"WH_EU"
"Africa","Nairobi","Kenia","East Africa","Nairobi",213,"WH_EU"
"Africa","Kitwe","Zambia","East Africa","Copperbelt",214,"WH_EU"
"Africa","Mahajanga","Madagascar","East Africa","Boeny",218,"WH_EU"
"Africa","Dar es Salaam","Tanzania","East Africa","Dar es Salaam",222,"WH_EU"
"Africa","Thika","Kenia","East Africa","Central",432,"WH_EU"
"Africa","Mogadishu","Somalia","East Africa","Benadir",437,"WH_EU"
"Africa","Dire Dawa","Etiopía","East Africa","Dire Dawa",440,"WH_EU"
"Africa","Kampala","Uganda","East Africa","Kampala",647,"WH_EU"
"Africa","Chitungwiza","Zimbabue","East Africa","Harare",1069,"WH_EU"
"Africa","Harare","Zimbabue","East Africa","Harare",1070,"WH_EU"
"Africa","Keren","Eritrea","East Africa","Anseba",1073,"WH_EU"
"Africa","Mwanza","Tanzania","East Africa","Mwanza",1208,"WH_EU"
"Africa","Bulawayo","Zimbabue","East Africa","Bulawayo",1382,"WH_EU"
"Africa","Mombasa","Kenia","East Africa","Costa",1649,"WH_EU"
"Africa","Maputo","Mozambique","East Africa","Cidade De Maputo",1727,"WH_EU"
"Africa","Maxixe","Mozambique","East Africa","Inhambane",1752,"WH_EU"
"Africa","Kisumu","Kenia","East Africa","Nyanza",1796,"WH_EU"
"Africa","Ndola","Zambia","East Africa","Copperbelt",1813,"WH_EU"
"Africa","Lusaka","Zambia","East Africa","Lusaka",1856,"WH_EU"
"Africa","Mbeya","Tanzania","East Africa","Mbeya",2107,"WH_EU"
"Africa","Yibuti","Yibuti","East Africa","Yibuti",2112,"WH_EU"
"Africa","Kigoma","Tanzania","East Africa","Kigoma",2156,"WH_EU"
"Africa","Bujumbura","Burundi","East Africa","Buyumbura Mairie",2157,"WH_EU"
"Africa","Chalinze","Tanzania","East Africa","Pwani",2177,"WH_EU"
"Africa","Gulu","Uganda","East Africa","Gulu",2211,"WH_EU"
"Africa","Kigali","Ruanda","East Africa","Kigali",2225,"WH_EU"
"Africa","Juba","Sudán del Sur","East Africa","Ecuatoria Central",2226,"WH_EU"
"Africa","Beira","Mozambique","East Africa","Sofala",2280,"WH_EU"
"Africa","Arusha","Tanzania","East Africa","Arusha",2282,"WH_EU"
"Africa","Chingola","Zambia","East Africa","Copperbelt",2284,"WH_EU"
"Africa","Pemba","Mozambique","East Africa","Cabo Delgado",2291,"WH_EU"
"Africa","Marsabit","Kenia","East Africa","Oriental",2295,"WH_EU"
"Africa","Chililabombwe","Zambia","East Africa","Copperbelt",2503,"WH_EU"
"Africa","Kabwe","Zambia","East Africa","Central",2505,"WH_EU"
"Africa","Tabora","Tanzania","East Africa","Tabora",2540,"WH_EU"
"Africa","Fianarantsoa","Madagascar","East Africa","Haute-Matsiatra",2546,"WH_EU"
"Africa","Kasama","Zambia","East Africa","Septentrional",2548,"WH_EU"
"Africa","Nampula","Mozambique","East Africa","Nampula",2621,"WH_EU"
"Africa","Kadoma","Zimbabue","East Africa","Mashonalandia Occidental",2744,"WH_EU"
"Africa","Mtwara","Tanzania","East Africa","Mtwara",2804,"WH_EU"
"Africa","Antsiranana","Madagascar","East Africa","Diana",2810,"WH_EU"
"Africa","Bagamoyo","Tanzania","East Africa","Pwani",2881,"WH_EU"
"Africa","Matola","Mozambique","East Africa","Maputo",2893,"WH_EU"
"Africa","Tete","Mozambique","East Africa","Tete",2931,"WH_EU"
"Africa","Tanga","Tanzania","East Africa","Tanga",3065,"WH_EU"
"Africa","Chimoio","Mozambique","East Africa","Manica",3096,"WH_EU"
"Africa","Nakuru","Kenia","East Africa","Gran Valle del Rift",3127,"WH_EU"
"Africa","Epworth","Zimbabue","East Africa","Harare",3128,"WH_EU"
"Africa","Jinja","Uganda","East Africa","Jinja",3175,"WH_EU"
"Africa","Uvinza","Tanzania","East Africa","Kigoma",3178,"WH_EU"
"Africa","Morogoro","Tanzania","East Africa","Morogoro",3179,"WH_EU"
"Africa","Toamasina","Madagascar","East Africa","Atsinanana",3180,"WH_EU"
"Africa","Moshi","Tanzania","East Africa","Kilimanjaro",3286,"WH_EU"
"Africa","Fort Portal","Uganda","East Africa","Kabarole",3322,"WH_EU"
"Africa","Chipata","Zambia","East Africa","Oriental",3395,"WH_EU"
"Africa","Iringa","Tanzania","East Africa","Iringa",3469,"WH_EU"
"Africa","Mutare","Zimbabue","East Africa","Manicalandia",3481,"WH_EU"
"Africa","Lichinga","Mozambique","East Africa","Niassa",3488,"WH_EU"
"Africa","Igurusi","Tanzania","East Africa","Mbeya",3513,"WH_EU"
"Africa","Mufulira","Zambia","East Africa","Copperbelt",3533,"WH_EU"
"Africa","Luanshya","Zambia","East Africa","Copperbelt",3582,"WH_EU"
"Africa","Musoma","Tanzania","East Africa","Mara",3595,"WH_EU"
"Africa","Toliara","Madagascar","East Africa","Atsimo-Andrefana",3623,"WH_EU"
"Africa","Mbinga","Tanzania","East Africa","Ruvuma",3672,"WH_EU"
"Africa","Casablanca","Marruecos","North Africa","Gran Casablanca",38,"WH_EU"
"Africa","Jartum","Sudán","North Africa","Jartum",96,"WH_EU"
"Africa","Kenitra","Marruecos","North Africa","Garb-Chrarda-Beni Hsen",98,"WH_EU"
"Africa","Abu Kabir","Egipto","North Africa","Ash Sharqiyah",100,"WH_EU"
"Africa","Algiers","Argelia","North Africa","Alger",150,"WH_EU"
"Africa","Fes","Marruecos","North Africa","Fez-Bulmán",154,"WH_EU"
"Africa","Cairo","Egipto","North Africa","El Cairo",155,"WH_EU"
"Africa","Hurghada","Egipto","North Africa","Al Bahr al Ahmar",156,"WH_EU"
"Africa","Sale","Marruecos","North Africa","Rabat-Salé-Zemur-Zaer",158,"WH_EU"
"Africa","Marrakech","Marruecos","North Africa","Marrakech-Tensift-Al Hauz",160,"WH_EU"
"Africa","Bur Sudan","Sudán","North Africa","Mar Rojo",161,"WH_EU"
"Africa","Annaba","Argelia","North Africa","Annaba",220,"WH_EU"
"Africa","Khouribga","Marruecos","North Africa","Chauía-Uardiga",428,"WH_EU"
"Africa","Boghni","Argelia","North Africa","Tizi Ouzou",430,"WH_EU"
"Africa","Meknes","Marruecos","North Africa","Mequinez-Tafilalet",431,"WH_EU"
"Africa","Ad Diwem","Sudán","North Africa","Nilo Blanco",433,"WH_EU"
"Africa","Alexandria","Egipto","North Africa","Alejandría",434,"WH_EU"
"Africa","Wad Madani","Sudán","North Africa","Gezira",436,"WH_EU"
"Africa","Taza","Marruecos","North Africa","Taza-Alhucemas-Taunat",439,"WH_EU"
"Africa","Constantina","Argelia","North Africa","Constantina",651,"WH_EU"
"Africa","Tangier","Marruecos","North Africa","Tánger-Tetuán",654,"WH_EU"
"Africa","Fayún","Egipto","North Africa","Fayún",915,"WH_EU"
"Africa","Rabat","Marruecos","North Africa","Rabat-Salé-Zemur-Zaer",1123,"WH_EU"
"Africa","Orán","Argelia","North Africa","Orán",1127,"WH_EU"
"Africa","Benghazi","Libia","North Africa","Bengasi",1209,"WH_EU"
"Africa","El Jadida","Marruecos","North Africa","Dukala-Abda",1595,"WH_EU"
"Africa","Sohag","Egipto","North Africa","Suhaj",1650,"WH_EU"
"Africa","Laghouat","Argelia","North Africa","Laghouat",1854,"WH_EU"
"Africa","Safi","Marruecos","North Africa","Dukala-Abda",1954,"WH_EU"
"Africa","Béchar","Argelia","North Africa","Béchar",1955,"WH_EU"
"Africa","Beni Suef","Egipto","North Africa","Bani Suwayf",1960,"WH_EU"
"Africa","Batna","Argelia","North Africa","Batna",2074,"WH_EU"
"Africa","Túnez","Túnez","North Africa","Túnez",2077,"WH_EU"
"Africa","Bilbeis","Egipto","North Africa","Ash Sharqiyah",2114,"WH_EU"
"Africa","Al Manaqil","Sudán","North Africa","Gezira",2208,"WH_EU"
"Africa","Sidi Qacem","Marruecos","North Africa","Garb-Chrarda-Beni Hsen",2209,"WH_EU"
