purchase_order_id,order_date_key,expected_receipt_date_key,actual_receipt_date_key,product_id,supplier_id,warehouse_id,ordered_quantity,received_quantity,unit_cost,purchase_order_value,received_value,delay_days,is_on_time,is_in_full,is_otif
PO0000525,20161024,20161107,20161107,282,SUP007,WH_EU,24,24,22.07,529.68,529.68,0,1,1,1
PO0000526,20161218,20170101,20170101,282,SUP007,WH_EU,24,24,22.07,529.68,529.68,0,1,1,1
PO0000527,20170425,20170508,20170508,295,SUP002,WH_AM,12,12,63.59,763.08,763.08,0,1,1,1
PO0000528,20170514,20170527,20170527,295,SUP002,WH_AM,12,12,63.59,763.08,763.08,0,1,1,1
PO0000529,20170525,20170607,20170607,295,SUP002,WH_AM,12,12,63.59,763.08,763.08,0,1,1,1
PO0000530,20170531,20170613,20170613,295,SUP002,WH_AM,12,12,63.59,763.08,763.08,0,1,1,1
PO0000531,20170614,20170627,20170627,295,SUP002,WH_AM,12,12,63.59,763.08,763.08,0,1,1,1
PO0000532,20170705,20170718,20170718,295,SUP002,WH_EU,15,15,63.59,953.85,953.85,0,1,1,1
PO0000533,20170711,20170724,20170724,295,SUP002,WH_EU,15,15,63.59,953.85,953.85,0,1,1,1
PO0000534,20170801,20170814,20170816,295,SUP002,WH_EU,15,15,63.59,953.85,953.85,2,0,1,0
PO0000535,20170813,20170826,20170826,295,SUP002,WH_EU,15,15,63.59,953.85,953.85,0,1,1,1
PO0000536,20170821,20170903,20170910,295,SUP002,WH_EU,15,15,63.59,953.85,953.85,7,0,1,0
PO0000537,20170904,20170917,20170917,295,SUP002,WH_EU,15,15,63.59,953.85,953.85,0,1,1,1
PO0000538,20170912,20171004,20171004,303,SUP010,WH_EU,7,7,302.39,2116.73,2116.73,0,1,1,1
PO0000539,20170916,20171008,20171008,303,SUP010,WH_EU,7,7,302.39,2116.73,2116.73,0,1,1,1
PO0000540,20170428,20170524,20170524,305,SUP024,WH_AM,5,5,137.05,685.25,685.25,0,1,1,1
PO0000541,20170504,20170530,20170530,305,SUP024,WH_AM,5,5,137.05,685.25,685.25,0,1,1,1
PO0000542,20170529,20170624,20170624,305,SUP024,WH_AM,5,5,137.05,685.25,685.25,0,1,1,1
PO0000543,20170616,20170712,20170715,305,SUP024,WH_AM,5,5,137.05,685.25,685.25,3,0,1,0
PO0000544,20170622,20170718,20170723,305,SUP024,WH_EU,8,8,137.05,1096.4,1096.4,5,0,1,0
PO0000545,20170715,20170810,20170819,305,SUP024,WH_EU,8,7,137.05,1096.4,959.35,9,0,0,0
PO0000546,20170801,20170827,20170904,305,SUP024,WH_EU,8,7,137.05,1096.4,959.35,8,0,0,0
PO0000547,20170905,20171001,20171001,305,SUP024,WH_EU,8,8,137.05,1096.4,1096.4,0,1,1,1
PO0000548,20170428,20170512,20170512,306,SUP007,WH_AM,13,13,57.094,742.22,742.22,0,1,1,1
PO0000549,20170507,20170521,20170521,306,SUP007,WH_AM,13,13,57.094,742.22,742.22,0,1,1,1
PO0000550,20170525,20170608,20170608,306,SUP007,WH_AM,13,13,57.094,742.22,742.22,0,1,1,1
PO0000551,20170529,20170612,20170612,306,SUP007,WH_AM,13,13,57.094,742.22,742.22,0,1,1,1
PO0000552,20170615,20170629,20170708,306,SUP007,WH_AM,13,13,57.094,742.22,742.22,9,0,1,0
PO0000553,20170620,20170704,20170704,306,SUP007,WH_EU,15,14,57.094,856.41,799.32,0,1,0,0
PO0000554,20170624,20170708,20170708,306,SUP007,WH_EU,15,15,57.094,856.41,856.41,0,1,1,1
PO0000555,20170804,20170818,20170818,306,SUP007,WH_EU,15,15,57.094,856.41,856.41,0,1,1,1
PO0000556,20170816,20170830,20170830,306,SUP007,WH_EU,15,15,57.094,856.41,856.41,0,1,1,1
PO0000557,20170827,20170910,20170910,306,SUP007,WH_EU,15,15,57.094,856.41,856.41,0,1,1,1
PO0000558,20170903,20170917,20170917,306,SUP007,WH_EU,15,15,57.094,856.41,856.41,0,1,1,1
PO0000559,20170426,20170515,20170525,311,SUP018,WH_AM,5,5,78.01,390.05,390.05,10,0,1,0
PO0000560,20170513,20170601,20170601,311,SUP018,WH_AM,5,5,78.01,390.05,390.05,0,1,1,1
PO0000561,20170615,20170704,20170704,311,SUP018,WH_AM,5,5,78.01,390.05,390.05,0,1,1,1
PO0000562,20170622,20170711,20170711,311,SUP018,WH_EU,6,6,78.01,468.06,468.06,0,1,1,1
PO0000563,20170711,20170730,20170730,311,SUP018,WH_EU,6,6,78.01,468.06,468.06,0,1,1,1
PO0000564,20170722,20170810,20170810,311,SUP018,WH_EU,6,6,78.01,468.06,468.06,0,1,1,1
PO0000565,20170820,20170908,20170908,311,SUP018,WH_EU,6,6,78.01,468.06,468.06,0,1,1,1
PO0000566,20170905,20170924,20170924,311,SUP018,WH_EU,6,6,78.01,468.06,468.06,0,1,1,1
PO0000567,20170429,20170518,20170518,359,SUP018,WH_AM,14,14,68.5732,960.03,960.03,0,1,1,1
PO0000568,20170506,20170525,20170529,359,SUP018,WH_AM,14,14,68.5732,960.03,960.03,4,0,1,0
PO0000569,20170526,20170614,20170621,359,SUP018,WH_AM,14,14,68.5732,960.03,960.03,7,0,1,0
PO0000570,20170607,20170626,20170626,359,SUP018,WH_AM,14,14,68.5732,960.03,960.03,0,1,1,1
PO0000571,20170624,20170713,20170713,359,SUP018,WH_EU,19,19,68.5732,1302.89,1302.89,0,1,1,1
PO0000572,20170709,20170728,20170728,359,SUP018,WH_EU,19,19,68.5732,1302.89,1302.89,0,1,1,1
PO0000573,20170717,20170805,20170805,359,SUP018,WH_EU,19,19,68.5732,1302.89,1302.89,0,1,1,1
PO0000574,20170812,20170831,20170831,359,SUP018,WH_EU,19,19,68.5732,1302.89,1302.89,0,1,1,1
PO0000575,20170826,20170914,20170914,359,SUP018,WH_EU,19,18,68.5732,1302.89,1234.32,0,1,0,0
PO0000576,20170911,20170924,20170924,364,SUP005,WH_EU,7,7,190.19,1331.33,1331.33,0,1,1,1
PO0000577,20170913,20170926,20170926,364,SUP005,WH_EU,7,7,190.19,1331.33,1331.33,0,1,1,1
PO0000578,20170929,20171012,20171012,364,SUP005,WH_EU,7,7,190.19,1331.33,1331.33,0,1,1,1
PO0000579,20150127,20150208,20150208,365,SUP012,WH_AM,2034,1889,39.81,80973.54,75201.09,0,1,0,0
PO0000580,20150224,20150308,20150308,365,SUP012,WH_AM,2016,2016,39.81,80256.96,80256.96,0,1,1,1
PO0000581,20150323,20150404,20150404,365,SUP012,WH_AM,1994,1994,39.81,79381.14,79381.14,0,1,1,1
PO0000582,20150421,20150503,20150503,365,SUP012,WH_AM,1994,1994,39.81,79381.14,79381.14,0,1,1,1
PO0000583,20150520,20150601,20150601,365,SUP012,WH_AM,2036,2036,39.81,81053.16,81053.16,0,1,1,1
PO0000584,20160420,20160502,20160502,365,SUP012,WH_AM,2037,2037,39.81,81092.97,81092.97,0,1,1,1
PO0000585,20160518,20160530,20160602,365,SUP012,WH_AM,2024,2024,39.81,80575.44,80575.44,3,0,1,0
PO0000586,20160615,20160627,20160627,365,SUP012,WH_AM,2035,2035,39.81,81013.35,81013.35,0,1,1,1
PO0000587,20160714,20160726,20160726,365,SUP012,WH_AM,2018,1978,39.81,80336.58,78744.18,0,1,0,0
PO0000588,20160812,20160824,20160831,365,SUP012,WH_AM,2054,2054,39.81,81769.74,81769.74,7,0,1,0
PO0000589,20170128,20170209,20170209,365,SUP012,WH_AM,2018,1837,39.81,80336.58,73130.97,0,1,0,0
PO0000590,20170223,20170307,20170307,365,SUP012,WH_AM,2038,2038,39.81,81132.78,81132.78,0,1,1,1
PO0000591,20170322,20170403,20170403,365,SUP012,WH_AM,1998,1917,39.81,79540.38,76315.77,0,1,0,0
PO0000592,20170420,20170502,20170502,365,SUP012,WH_AM,2001,2001,39.81,79659.81,79659.81,0,1,1,1
PO0000593,20170519,20170531,20170531,365,SUP012,WH_AM,2017,1905,39.81,80296.77,75838.05,0,1,0,0
PO0000594,20151106,20151118,20151123,365,SUP012,WH_APAC,936,921,39.81,37262.16,36665.01,5,0,0,0
PO0000595,20151126,20151208,20151208,365,SUP012,WH_APAC,936,936,39.81,37262.16,37262.16,0,1,1,1
PO0000596,20151211,20151223,20151223,365,SUP012,WH_APAC,951,951,39.81,37859.31,37859.31,0,1,1,1
PO0000597,20151226,20160107,20160107,365,SUP012,WH_APAC,959,959,39.81,38177.79,38177.79,0,1,1,1
PO0000598,20160112,20160124,20160201,365,SUP012,WH_APAC,965,965,39.81,38416.65,38416.65,8,0,1,0
PO0000599,20160205,20160217,20160217,365,SUP012,WH_APAC,994,994,39.81,39571.14,39571.14,0,1,1,1
PO0000600,20160221,20160304,20160304,365,SUP012,WH_APAC,949,949,39.81,37779.69,37779.69,0,1,1,1
PO0000601,20160307,20160319,20160319,365,SUP012,WH_APAC,946,946,39.81,37660.26,37660.26,0,1,1,1
PO0000602,20160322,20160403,20160403,365,SUP012,WH_APAC,935,935,39.81,37222.35,37222.35,0,1,1,1
PO0000603,20160903,20160915,20160915,365,SUP012,WH_APAC,935,935,39.81,37222.35,37222.35,0,1,1,1
PO0000604,20161013,20161025,20161025,365,SUP012,WH_APAC,954,954,39.81,37978.74,37978.74,0,1,1,1
PO0000605,20161121,20161203,20161203,365,SUP012,WH_APAC,936,936,39.81,37262.16,37262.16,0,1,1,1
PO0000606,20170103,20170115,20170115,365,SUP012,WH_APAC,950,950,39.81,37819.5,37819.5,0,1,1,1
PO0000607,20150622,20150704,20150712,365,SUP012,WH_EU,1530,1530,39.81,60909.3,60909.3,8,0,1,0
PO0000608,20150719,20150731,20150731,365,SUP012,WH_EU,1540,1540,39.81,61307.4,61307.4,0,1,1,1
PO0000609,20150810,20150822,20150822,365,SUP012,WH_EU,1526,1526,39.81,60750.06,60750.06,0,1,1,1
PO0000610,20150831,20150912,20150912,365,SUP012,WH_EU,1560,1560,39.81,62103.6,62103.6,0,1,1,1
PO0000611,20150922,20151004,20151006,365,SUP012,WH_EU,1534,1404,39.81,61068.54,55893.24,2,0,0,0
PO0000612,20151012,20151024,20151024,365,SUP012,WH_EU,1560,1560,39.81,62103.6,62103.6,0,1,1,1
PO0000613,20160915,20160927,20160927,365,SUP012,WH_EU,1542,1510,39.81,61387.02,60113.1,0,1,0,0
PO0000614,20161018,20161030,20161030,365,SUP012,WH_EU,1565,1565,39.81,62302.65,62302.65,0,1,1,1
PO0000615,20161121,20161203,20161203,365,SUP012,WH_EU,1543,1543,39.81,61426.83,61426.83,0,1,1,1
PO0000616,20161223,20170104,20170104,365,SUP012,WH_EU,1539,1539,39.81,61267.59,61267.59,0,1,1,1
PO0000617,20170623,20170705,20170705,365,SUP012,WH_EU,1525,1525,39.81,60710.25,60710.25,0,1,1,1
PO0000618,20170715,20170727,20170727,365,SUP012,WH_EU,1544,1544,39.81,61466.64,61466.64,0,1,1,1
PO0000619,20170807,20170819,20170819,365,SUP012,WH_EU,1583,1583,39.81,63019.23,63019.23,0,1,1,1
PO0000620,20170829,20170910,20170910,365,SUP012,WH_EU,1567,1567,39.81,62382.27,62382.27,0,1,1,1
PO0000621,20170921,20171003,20171003,365,SUP012,WH_EU,1580,1545,39.81,62899.8,61506.45,0,1,0,0
PO0000622,20150201,20150216,20150216,403,SUP014,WH_AM,609,600,86.05,52404.45,51630.0,0,1,0,0
PO0000623,20150301,20150316,20150316,403,SUP014,WH_AM,617,617,86.05,53092.85,53092.85,0,1,1,1
PO0000624,20150401,20150416,20150416,403,SUP014,WH_AM,602,585,86.05,51802.1,50339.25,0,1,0,0
PO0000625,20150429,20150514,20150514,403,SUP014,WH_AM,596,575,86.05,51285.8,49478.75,0,1,0,0
PO0000626,20150529,20150613,20150613,403,SUP014,WH_AM,615,615,86.05,52920.75,52920.75,0,1,1,1
PO0000627,20160427,20160512,20160512,403,SUP014,WH_AM,621,621,86.05,53437.05,53437.05,0,1,1,1
PO0000628,20160528,20160612,20160612,403,SUP014,WH_AM,611,583,86.05,52576.55,50167.15,0,1,0,0
PO0000629,20160624,20160709,20160709,403,SUP014,WH_AM,604,604,86.05,51974.2,51974.2,0,1,1,1
PO0000630,20160723,20160807,20160807,403,SUP014,WH_AM,598,598,86.05,51457.9,51457.9,0,1,1,1
PO0000631,20160820,20160904,20160904,403,SUP014,WH_AM,605,605,86.05,52060.25,52060.25,0,1,1,1
PO0000632,20170204,20170219,20170219,403,SUP014,WH_AM,599,599,86.05,51543.95,51543.95,0,1,1,1
PO0000633,20170307,20170322,20170322,403,SUP014,WH_AM,606,606,86.05,52146.3,52146.3,0,1,1,1
PO0000634,20170403,20170418,20170418,403,SUP014,WH_AM,603,603,86.05,51888.15,51888.15,0,1,1,1
PO0000635,20170501,20170516,20170516,403,SUP014,WH_AM,599,599,86.05,51543.95,51543.95,0,1,1,1
PO0000636,20170528,20170612,20170612,403,SUP014,WH_AM,599,574,86.05,51543.95,49392.7,0,1,0,0
PO0000637,20151105,20151120,20151120,403,SUP014,WH_APAC,282,282,86.05,24266.1,24266.1,0,1,1,1
PO0000638,20151122,20151207,20151207,403,SUP014,WH_APAC,284,284,86.05,24438.2,24438.2,0,1,1,1
PO0000639,20151209,20151224,20151224,403,SUP014,WH_APAC,284,284,86.05,24438.2,24438.2,0,1,1,1
PO0000640,20151225,20160109,20160109,403,SUP014,WH_APAC,287,287,86.05,24696.35,24696.35,0,1,1,1
PO0000641,20160111,20160126,20160126,403,SUP014,WH_APAC,287,287,86.05,24696.35,24696.35,0,1,1,1
PO0000642,20160128,20160212,20160212,403,SUP014,WH_APAC,288,288,86.05,24782.4,24782.4,0,1,1,1
PO0000643,20160214,20160229,20160229,403,SUP014,WH_APAC,286,286,86.05,24610.3,24610.3,0,1,1,1
PO0000644,20160303,20160318,20160318,403,SUP014,WH_APAC,303,303,86.05,26073.15,26073.15,0,1,1,1
PO0000645,20160320,20160404,20160405,403,SUP014,WH_APAC,282,282,86.05,24266.1,24266.1,1,0,1,0
PO0000646,20160830,20160914,20160914,403,SUP014,WH_APAC,283,283,86.05,24352.15,24352.15,0,1,1,1
PO0000647,20161009,20161024,20161024,403,SUP014,WH_APAC,284,280,86.05,24438.2,24094.0,0,1,0,0
PO0000648,20161115,20161130,20161130,403,SUP014,WH_APAC,283,283,86.05,24352.15,24352.15,0,1,1,1
PO0000649,20161227,20170111,20170111,403,SUP014,WH_APAC,284,284,86.05,24438.2,24438.2,0,1,1,1
PO0000650,20150621,20150706,20150706,403,SUP014,WH_EU,463,463,86.05,39841.15,39841.15,0,1,1,1
PO0000651,20150713,20150728,20150728,403,SUP014,WH_EU,462,462,86.05,39755.1,39755.1,0,1,1,1
PO0000652,20150804,20150819,20150819,403,SUP014,WH_EU,467,467,86.05,40185.35,40185.35,0,1,1,1
PO0000653,20150827,20150911,20150911,403,SUP014,WH_EU,470,470,86.05,40443.5,40443.5,0,1,1,1
PO0000654,20150918,20151003,20151003,403,SUP014,WH_EU,465,465,86.05,40013.25,40013.25,0,1,1,1
PO0000655,20151009,20151024,20151024,403,SUP014,WH_EU,470,470,86.05,40443.5,40443.5,0,1,1,1
PO0000656,20160908,20160923,20160923,403,SUP014,WH_EU,461,461,86.05,39669.05,39669.05,0,1,1,1
PO0000657,20161010,20161025,20161028,403,SUP014,WH_EU,460,447,86.05,39583.0,38464.35,3,0,0,0
PO0000658,20161111,20161126,20161126,403,SUP014,WH_EU,473,473,86.05,40701.65,40701.65,0,1,1,1
PO0000659,20161217,20170101,20170101,403,SUP014,WH_EU,470,470,86.05,40443.5,40443.5,0,1,1,1
PO0000660,20170620,20170705,20170705,403,SUP014,WH_EU,468,468,86.05,40271.4,40271.4,0,1,1,1
PO0000661,20170712,20170727,20170727,403,SUP014,WH_EU,466,452,86.05,40099.3,38894.6,0,1,0,0
PO0000662,20170802,20170817,20170817,403,SUP014,WH_EU,475,475,86.05,40873.75,40873.75,0,1,1,1
PO0000663,20170824,20170908,20170913,403,SUP014,WH_EU,471,443,86.05,40529.55,38120.15,5,0,0,0
PO0000664,20170918,20171003,20171003,403,SUP014,WH_EU,475,475,86.05,40873.75,40873.75,0,1,1,1
PO0000665,20150130,20150216,20150216,502,SUP011,WH_AM,1707,1707,33.1,56501.7,56501.7,0,1,1,1
PO0000666,20150228,20150317,20150317,502,SUP011,WH_AM,1758,1758,33.1,58189.8,58189.8,0,1,1,1
PO0000667,20150329,20150415,20150415,502,SUP011,WH_AM,1751,1751,33.1,57958.1,57958.1,0,1,1,1
PO0000668,20150426,20150513,20150513,502,SUP011,WH_AM,1744,1624,33.1,57726.4,53754.4,0,1,0,0
PO0000669,20150524,20150610,20150610,502,SUP011,WH_AM,1768,1712,33.1,58520.8,56667.2,0,1,0,0
PO0000670,20160422,20160509,20160509,502,SUP011,WH_AM,1721,1721,33.1,56965.1,56965.1,0,1,1,1
PO0000671,20160522,20160608,20160608,502,SUP011,WH_AM,1719,1719,33.1,56898.9,56898.9,0,1,1,1
PO0000672,20160620,20160707,20160710,502,SUP011,WH_AM,1720,1630,33.1,56932.0,53953.0,3,0,0,0
PO0000673,20160718,20160804,20160804,502,SUP011,WH_AM,1736,1620,33.1,57461.6,53622.0,0,1,0,0
PO0000674,20160812,20160829,20160829,502,SUP011,WH_AM,1779,1686,33.1,58884.9,55806.6,0,1,0,0
PO0000675,20170126,20170212,20170212,502,SUP011,WH_AM,1745,1669,33.1,57759.5,55243.9,0,1,0,0
PO0000676,20170221,20170310,20170310,502,SUP011,WH_AM,1706,1641,33.1,56468.6,54317.1,0,1,0,0
PO0000677,20170318,20170404,20170404,502,SUP011,WH_AM,1716,1716,33.1,56799.6,56799.6,0,1,1,1
PO0000678,20170417,20170504,20170504,502,SUP011,WH_AM,1720,1663,33.1,56932.0,55045.3,0,1,0,0
PO0000679,20170517,20170603,20170603,502,SUP011,WH_AM,1726,1726,33.1,57130.6,57130.6,0,1,1,1
PO0000680,20170616,20170703,20170703,502,SUP011,WH_AM,1745,1745,33.1,57759.5,57759.5,0,1,1,1
PO0000681,20151107,20151124,20151124,502,SUP011,WH_APAC,811,811,33.1,26844.1,26844.1,0,1,1,1
PO0000682,20151127,20151214,20151214,502,SUP011,WH_APAC,800,800,33.1,26480.0,26480.0,0,1,1,1
PO0000683,20151216,20160102,20160102,502,SUP011,WH_APAC,805,805,33.1,26645.5,26645.5,0,1,1,1
PO0000684,20160104,20160121,20160121,502,SUP011,WH_APAC,794,742,33.1,26281.4,24560.2,0,1,0,0
PO0000685,20160121,20160207,20160207,502,SUP011,WH_APAC,783,725,33.1,25917.3,23997.5,0,1,0,0
PO0000686,20160207,20160224,20160304,502,SUP011,WH_APAC,781,781,33.1,25851.1,25851.1,9,0,1,0
PO0000687,20160305,20160322,20160322,502,SUP011,WH_APAC,769,769,33.1,25453.9,25453.9,0,1,1,1
PO0000688,20160324,20160410,20160410,502,SUP011,WH_APAC,826,826,33.1,27340.6,27340.6,0,1,1,1
PO0000689,20160910,20160927,20160927,502,SUP011,WH_APAC,780,780,33.1,25818.0,25818.0,0,1,1,1
PO0000690,20161021,20161107,20161107,502,SUP011,WH_APAC,787,787,33.1,26049.7,26049.7,0,1,1,1
PO0000691,20161207,20161224,20161224,502,SUP011,WH_APAC,776,776,33.1,25685.6,25685.6,0,1,1,1
PO0000692,20170113,20170130,20170206,502,SUP011,WH_APAC,769,769,33.1,25453.9,25453.9,7,0,1,0
PO0000693,20150623,20150710,20150710,502,SUP011,WH_EU,1354,1348,33.1,44817.4,44618.8,0,1,0,0
PO0000694,20150714,20150731,20150731,502,SUP011,WH_EU,1316,1305,33.1,43559.6,43195.5,0,1,0,0
PO0000695,20150806,20150823,20150823,502,SUP011,WH_EU,1338,1338,33.1,44287.8,44287.8,0,1,1,1
PO0000696,20150829,20150915,20150918,502,SUP011,WH_EU,1347,1347,33.1,44585.7,44585.7,3,0,1,0
PO0000697,20150923,20151010,20151010,502,SUP011,WH_EU,1401,1401,33.1,46373.1,46373.1,0,1,1,1
PO0000698,20151016,20151102,20151102,502,SUP011,WH_EU,1352,1308,33.1,44751.2,43294.8,0,1,0,0
PO0000699,20160917,20161004,20161004,502,SUP011,WH_EU,1333,1189,33.1,44122.3,39355.9,0,1,0,0
PO0000700,20161015,20161101,20161101,502,SUP011,WH_EU,1322,1256,33.1,43758.2,41573.6,0,1,0,0
PO0000701,20161115,20161202,20161208,502,SUP011,WH_EU,1318,1318,33.1,43625.8,43625.8,6,0,1,0
PO0000702,20161219,20170105,20170105,502,SUP011,WH_EU,1319,1319,33.1,43658.9,43658.9,0,1,1,1
PO0000703,20170623,20170710,20170710,502,SUP011,WH_EU,1352,1315,33.1,44751.2,43526.5,0,1,0,0
PO0000704,20170716,20170802,20170802,502,SUP011,WH_EU,1322,1277,33.1,43758.2,42268.7,0,1,0,0
PO0000705,20170806,20170823,20170823,502,SUP011,WH_EU,1325,1308,33.1,43857.5,43294.8,0,1,0,0
PO0000706,20170828,20170914,20170914,502,SUP011,WH_EU,1328,1328,33.1,43956.8,43956.8,0,1,1,1
PO0000707,20170920,20171007,20171007,502,SUP011,WH_EU,1325,1325,33.1,43857.5,43857.5,0,1,1,1
PO0000708,20150124,20150209,20150209,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000709,20150305,20150321,20150321,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000710,20150511,20150527,20150527,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000711,20150528,20150613,20150613,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000712,20160503,20160519,20160529,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,10,0,1,0
PO0000713,20160619,20160705,20160705,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000714,20160704,20160720,20160720,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000715,20160731,20160816,20160816,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000716,20160814,20160830,20160830,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000717,20170224,20170312,20170320,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,8,0,1,0
PO0000718,20170415,20170501,20170501,564,SUP013,WH_AM,34,34,20.2103,687.15,687.15,0,1,1,1
PO0000719,20151113,20151129,20151129,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000720,20151124,20151210,20151210,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000721,20160109,20160125,20160125,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000722,20160204,20160220,20160220,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000723,20160229,20160316,20160316,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000724,20160307,20160323,20160323,564,SUP013,WH_APAC,24,22,20.2103,485.05,444.63,0,1,0,0
PO0000725,20160326,20160411,20160411,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000726,20161006,20161022,20161022,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000727,20161210,20161226,20161226,564,SUP013,WH_APAC,24,24,20.2103,485.05,485.05,0,1,1,1
PO0000728,20150615,20150701,20150701,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000729,20150707,20150723,20150723,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000730,20150715,20150731,20150731,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000731,20150825,20150910,20150910,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000732,20150919,20151005,20151005,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000733,20151008,20151024,20151029,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,5,0,1,0
PO0000734,20160901,20160917,20160917,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000735,20161015,20161031,20161031,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000736,20161122,20161208,20161208,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000737,20170118,20170203,20170203,564,SUP013,WH_EU,22,22,20.2103,444.63,444.63,0,1,1,1
PO0000738,20150126,20150218,20150218,565,SUP020,WH_AM,38,38,46.1115,1752.24,1752.24,0,1,1,1
PO0000739,20150214,20150309,20150309,565,SUP020,WH_AM,38,33,46.1115,1752.24,1521.68,0,1,0,0
PO0000740,20150325,20150417,20150426,565,SUP020,WH_AM,38,34,46.1115,1752.24,1567.79,9,0,0,0
PO0000741,20150418,20150511,20150514,565,SUP020,WH_AM,38,38,46.1115,1752.24,1752.24,3,0,1,0
PO0000742,20160407,20160430,20160430,565,SUP020,WH_AM,38,38,46.1115,1752.24,1752.24,0,1,1,1
PO0000743,20160509,20160601,20160601,565,SUP020,WH_AM,38,35,46.1115,1752.24,1613.9,0,1,0,0
PO0000744,20160625,20160718,20160722,565,SUP020,WH_AM,38,33,46.1115,1752.24,1521.68,4,0,0,0
PO0000745,20160727,20160819,20160819,565,SUP020,WH_AM,38,38,46.1115,1752.24,1752.24,0,1,1,1
PO0000746,20160919,20161012,20161012,565,SUP020,WH_AM,38,38,46.1115,1752.24,1752.24,0,1,1,1
PO0000747,20170307,20170330,20170403,565,SUP020,WH_AM,38,38,46.1115,1752.24,1752.24,4,0,1,0
PO0000748,20170406,20170429,20170429,565,SUP020,WH_AM,38,38,46.1115,1752.24,1752.24,0,1,1,1
PO0000749,20151031,20151123,20151123,565,SUP020,WH_APAC,29,29,46.1115,1337.23,1337.23,0,1,1,1
PO0000750,20151128,20151221,20151221,565,SUP020,WH_APAC,29,29,46.1115,1337.23,1337.23,0,1,1,1
PO0000751,20151217,20160109,20160109,565,SUP020,WH_APAC,29,29,46.1115,1337.23,1337.23,0,1,1,1
PO0000752,20160124,20160216,20160216,565,SUP020,WH_APAC,29,29,46.1115,1337.23,1337.23,0,1,1,1
PO0000753,20160216,20160310,20160310,565,SUP020,WH_APAC,29,25,46.1115,1337.23,1152.79,0,1,0,0
PO0000754,20160227,20160321,20160321,565,SUP020,WH_APAC,29,26,46.1115,1337.23,1198.9,0,1,0,0
PO0000755,20160328,20160420,20160420,565,SUP020,WH_APAC,29,29,46.1115,1337.23,1337.23,0,1,1,1
PO0000756,20161116,20161209,20161209,565,SUP020,WH_APAC,29,25,46.1115,1337.23,1152.79,0,1,0,0
PO0000757,20150615,20150708,20150708,565,SUP020,WH_EU,29,27,46.1115,1337.23,1245.01,0,1,0,0
PO0000758,20150704,20150727,20150730,565,SUP020,WH_EU,29,29,46.1115,1337.23,1337.23,3,0,1,0
PO0000759,20150826,20150918,20150926,565,SUP020,WH_EU,29,29,46.1115,1337.23,1337.23,8,0,1,0
PO0000760,20150921,20151014,20151014,565,SUP020,WH_EU,29,26,46.1115,1337.23,1198.9,0,1,0,0
PO0000761,20151021,20151113,20151113,565,SUP020,WH_EU,29,29,46.1115,1337.23,1337.23,0,1,1,1
PO0000762,20160928,20161021,20161021,565,SUP020,WH_EU,29,24,46.1115,1337.23,1106.68,0,1,0,0
PO0000763,20161028,20161120,20161120,565,SUP020,WH_EU,29,25,46.1115,1337.23,1152.79,0,1,0,0
PO0000764,20161129,20161222,20161222,565,SUP020,WH_EU,29,29,46.1115,1337.23,1337.23,0,1,1,1
PO0000765,20170111,20170203,20170203,565,SUP020,WH_EU,29,29,46.1115,1337.23,1337.23,0,1,1,1
