goods_receipt_id,purchase_order_id,receipt_date_key,product_id,supplier_id,warehouse_id,ordered_quantity,received_quantity,short_quantity,delay_days,is_on_time,is_in_full,is_otif
GR0000320,PO0000320,20160722,235,SUP014,WH_AM,31,31,0,0,1,1,1
GR0000321,PO0000321,20160826,235,SUP014,WH_AM,31,29,2,0,1,0,0
GR0000322,PO0000322,20170205,235,SUP014,WH_AM,31,31,0,0,1,1,1
GR0000323,PO0000323,20170320,235,SUP014,WH_AM,31,28,3,0,1,0,0
GR0000324,PO0000324,20170409,235,SUP014,WH_AM,31,31,0,0,1,1,1
GR0000325,PO0000325,20151122,235,SUP014,WH_APAC,19,19,0,5,0,1,0
GR0000326,PO0000326,20151130,235,SUP014,WH_APAC,19,19,0,0,1,1,1
GR0000327,PO0000327,20151225,235,SUP014,WH_APAC,19,19,0,0,1,1,1
GR0000328,PO0000328,20160108,235,SUP014,WH_APAC,19,19,0,0,1,1,1
GR0000329,PO0000329,20160203,235,SUP014,WH_APAC,19,19,0,0,1,1,1
GR0000330,PO0000330,20160308,235,SUP014,WH_APAC,19,19,0,0,1,1,1
GR0000331,PO0000331,20160411,235,SUP014,WH_APAC,19,19,0,4,0,1,0
GR0000332,PO0000332,20161021,235,SUP014,WH_APAC,19,19,0,0,1,1,1
GR0000333,PO0000333,20161221,235,SUP014,WH_APAC,19,19,0,0,1,1,1
GR0000334,PO0000334,20150705,235,SUP014,WH_EU,24,24,0,0,1,1,1
GR0000335,PO0000335,20150731,235,SUP014,WH_EU,24,23,1,1,0,0,0
GR0000336,PO0000336,20150822,235,SUP014,WH_EU,24,23,1,5,0,0,0
GR0000337,PO0000337,20150909,235,SUP014,WH_EU,24,24,0,0,1,1,1
GR0000338,PO0000338,20151007,235,SUP014,WH_EU,24,23,1,0,1,0,0
GR0000339,PO0000339,20151018,235,SUP014,WH_EU,24,23,1,0,1,0,0
GR0000340,PO0000340,20160924,235,SUP014,WH_EU,24,23,1,0,1,0,0
GR0000341,PO0000341,20161014,235,SUP014,WH_EU,24,24,0,0,1,1,1
GR0000342,PO0000342,20161205,235,SUP014,WH_EU,24,24,0,0,1,1,1
GR0000343,PO0000343,20170129,235,SUP014,WH_EU,24,24,0,0,1,1,1
GR0000344,PO0000344,20150216,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000345,PO0000345,20150405,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000346,PO0000346,20150423,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000347,PO0000347,20150525,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000348,PO0000348,20160509,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000349,PO0000349,20160608,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000350,PO0000350,20160710,249,SUP016,WH_AM,31,30,1,0,1,0,0
GR0000351,PO0000351,20160731,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000352,PO0000352,20160910,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000353,PO0000353,20170309,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000354,PO0000354,20170408,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000355,PO0000355,20170509,249,SUP016,WH_AM,31,31,0,0,1,1,1
GR0000356,PO0000356,20151202,249,SUP016,WH_APAC,20,20,0,0,1,1,1
GR0000357,PO0000357,20151218,249,SUP016,WH_APAC,20,20,0,0,1,1,1
GR0000358,PO0000358,20151230,249,SUP016,WH_APAC,20,20,0,0,1,1,1
GR0000359,PO0000359,20160207,249,SUP016,WH_APAC,20,20,0,0,1,1,1
GR0000360,PO0000360,20160229,249,SUP016,WH_APAC,20,20,0,0,1,1,1
GR0000361,PO0000361,20160316,249,SUP016,WH_APAC,20,19,1,0,1,0,0
GR0000362,PO0000362,20160418,249,SUP016,WH_APAC,20,20,0,2,0,1,0
GR0000363,PO0000363,20161205,249,SUP016,WH_APAC,20,19,1,0,1,0,0
GR0000364,PO0000364,20170129,249,SUP016,WH_APAC,20,20,0,0,1,1,1
GR0000365,PO0000365,20150710,249,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000366,PO0000366,20150827,249,SUP016,WH_EU,25,23,2,0,1,0,0
GR0000367,PO0000367,20151003,249,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000368,PO0000368,20151018,249,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000369,PO0000369,20160916,249,SUP016,WH_EU,25,23,2,0,1,0,0
GR0000370,PO0000370,20161006,249,SUP016,WH_EU,25,24,1,0,1,0,0
GR0000371,PO0000371,20161113,249,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000372,PO0000372,20161126,249,SUP016,WH_EU,25,25,0,1,0,1,0
GR0000373,PO0000373,20161217,249,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000374,PO0000374,20170211,249,SUP016,WH_EU,25,25,0,10,0,1,0
GR0000375,PO0000375,20170510,251,SUP006,WH_AM,15,15,0,0,1,1,1
GR0000376,PO0000376,20170519,251,SUP006,WH_AM,15,15,0,0,1,1,1
GR0000377,PO0000377,20170528,251,SUP006,WH_AM,15,15,0,0,1,1,1
GR0000378,PO0000378,20170613,251,SUP006,WH_AM,15,15,0,0,1,1,1
GR0000379,PO0000379,20170624,251,SUP006,WH_AM,15,14,1,0,1,0,0
GR0000380,PO0000380,20170625,251,SUP006,WH_AM,15,15,0,0,1,1,1
GR0000381,PO0000381,20170709,251,SUP006,WH_EU,15,15,0,0,1,1,1
GR0000382,PO0000382,20170802,251,SUP006,WH_EU,15,15,0,0,1,1,1
GR0000383,PO0000383,20170805,251,SUP006,WH_EU,15,15,0,0,1,1,1
GR0000384,PO0000384,20170828,251,SUP006,WH_EU,15,15,0,0,1,1,1
GR0000385,PO0000385,20170908,251,SUP006,WH_EU,15,15,0,0,1,1,1
GR0000386,PO0000386,20170915,251,SUP006,WH_EU,15,15,0,0,1,1,1
GR0000387,PO0000387,20170511,258,SUP007,WH_AM,11,11,0,0,1,1,1
GR0000388,PO0000388,20170519,258,SUP007,WH_AM,11,11,0,0,1,1,1
GR0000389,PO0000389,20170609,258,SUP007,WH_AM,11,11,0,0,1,1,1
GR0000390,PO0000390,20170620,258,SUP007,WH_AM,11,11,0,0,1,1,1
GR0000391,PO0000391,20170701,258,SUP007,WH_AM,11,11,0,0,1,1,1
GR0000392,PO0000392,20170716,258,SUP007,WH_EU,18,18,0,0,1,1,1
GR0000393,PO0000393,20170726,258,SUP007,WH_EU,18,18,0,0,1,1,1
GR0000394,PO0000394,20170809,258,SUP007,WH_EU,18,18,0,0,1,1,1
GR0000395,PO0000395,20170821,258,SUP007,WH_EU,18,18,0,0,1,1,1
GR0000396,PO0000396,20170829,258,SUP007,WH_EU,18,18,0,0,1,1,1
GR0000397,PO0000397,20170916,258,SUP007,WH_EU,18,18,0,0,1,1,1
GR0000398,PO0000398,20170921,258,SUP007,WH_EU,18,18,0,2,0,1,0
GR0000399,PO0000399,20150218,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000400,PO0000400,20150325,273,SUP016,WH_AM,30,30,0,7,0,1,0
GR0000401,PO0000401,20150410,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000402,PO0000402,20150515,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000403,PO0000403,20150531,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000404,PO0000404,20160505,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000405,PO0000405,20160529,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000406,PO0000406,20160617,273,SUP016,WH_AM,30,29,1,0,1,0,0
GR0000407,PO0000407,20160815,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000408,PO0000408,20170319,273,SUP016,WH_AM,30,30,0,10,0,1,0
GR0000409,PO0000409,20170418,273,SUP016,WH_AM,30,30,0,0,1,1,1
GR0000410,PO0000410,20151118,273,SUP016,WH_APAC,21,21,0,0,1,1,1
GR0000411,PO0000411,20151221,273,SUP016,WH_APAC,21,21,0,0,1,1,1
GR0000412,PO0000412,20160113,273,SUP016,WH_APAC,21,20,1,0,1,0,0
GR0000413,PO0000413,20160124,273,SUP016,WH_APAC,21,21,0,0,1,1,1
GR0000414,PO0000414,20160302,273,SUP016,WH_APAC,21,19,2,0,1,0,0
GR0000415,PO0000415,20160317,273,SUP016,WH_APAC,21,21,0,0,1,1,1
GR0000416,PO0000416,20160403,273,SUP016,WH_APAC,21,21,0,1,0,1,0
GR0000417,PO0000417,20161007,273,SUP016,WH_APAC,21,21,0,0,1,1,1
GR0000418,PO0000418,20170104,273,SUP016,WH_APAC,21,21,0,0,1,1,1
GR0000419,PO0000419,20150623,273,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000420,PO0000420,20150727,273,SUP016,WH_EU,25,25,0,2,0,1,0
GR0000421,PO0000421,20150901,273,SUP016,WH_EU,25,25,0,4,0,1,0
GR0000422,PO0000422,20150918,273,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000423,PO0000423,20151021,273,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000424,PO0000424,20160929,273,SUP016,WH_EU,25,25,0,5,0,1,0
GR0000425,PO0000425,20161128,273,SUP016,WH_EU,29,29,0,0,1,1,1
GR0000426,PO0000426,20170107,273,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000427,PO0000427,20170129,273,SUP016,WH_EU,25,25,0,0,1,1,1
GR0000428,PO0000428,20150129,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000429,PO0000429,20150313,276,SUP013,WH_AM,28,28,0,3,0,1,0
GR0000430,PO0000430,20150323,276,SUP013,WH_AM,28,27,1,0,1,0,0
GR0000431,PO0000431,20150516,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000432,PO0000432,20150614,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000433,PO0000433,20160515,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000434,PO0000434,20160713,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000435,PO0000435,20160813,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000436,PO0000436,20160904,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000437,PO0000437,20170308,276,SUP013,WH_AM,28,27,1,0,1,0,0
GR0000438,PO0000438,20170401,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000439,PO0000439,20170427,276,SUP013,WH_AM,28,28,0,0,1,1,1
GR0000440,PO0000440,20151126,276,SUP013,WH_APAC,28,28,0,0,1,1,1
GR0000441,PO0000441,20151210,276,SUP013,WH_APAC,28,26,2,0,1,0,0
GR0000442,PO0000442,20151218,276,SUP013,WH_APAC,28,28,0,0,1,1,1
GR0000443,PO0000443,20160111,276,SUP013,WH_APAC,28,28,0,0,1,1,1
GR0000444,PO0000444,20160203,276,SUP013,WH_APAC,28,28,0,0,1,1,1
GR0000445,PO0000445,20160308,276,SUP013,WH_APAC,28,28,0,0,1,1,1
GR0000446,PO0000446,20160404,276,SUP013,WH_APAC,28,28,0,0,1,1,1
GR0000447,PO0000447,20160422,276,SUP013,WH_APAC,28,28,0,9,0,1,0
GR0000448,PO0000448,20161104,276,SUP013,WH_APAC,28,28,0,5,0,1,0
GR0000449,PO0000449,20161211,276,SUP013,WH_APAC,28,28,0,0,1,1,1
GR0000450,PO0000450,20150713,276,SUP013,WH_EU,23,23,0,5,0,1,0
GR0000451,PO0000451,20150811,276,SUP013,WH_EU,23,23,0,0,1,1,1
GR0000452,PO0000452,20150822,276,SUP013,WH_EU,23,23,0,0,1,1,1
GR0000453,PO0000453,20150908,276,SUP013,WH_EU,23,23,0,0,1,1,1
GR0000454,PO0000454,20151010,276,SUP013,WH_EU,23,23,0,0,1,1,1
GR0000455,PO0000455,20160924,276,SUP013,WH_EU,23,23,0,0,1,1,1
GR0000456,PO0000456,20161019,276,SUP013,WH_EU,23,22,1,0,1,0,0
GR0000457,PO0000457,20161114,276,SUP013,WH_EU,23,22,1,0,1,0,0
GR0000458,PO0000458,20161227,276,SUP013,WH_EU,23,23,0,10,0,1,0
GR0000459,PO0000459,20170130,276,SUP013,WH_EU,23,22,1,0,1,0,0
GR0000460,PO0000460,20150211,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000461,PO0000461,20150307,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000462,PO0000462,20150403,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000463,PO0000463,20150428,278,SUP003,WH_AM,26,26,0,0,1,1,1
GR0000464,PO0000464,20150529,278,SUP003,WH_AM,26,25,1,0,1,0,0
GR0000465,PO0000465,20160502,278,SUP003,WH_AM,25,23,2,0,1,0,0
GR0000466,PO0000466,20160521,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000467,PO0000467,20160614,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000468,PO0000468,20160725,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000469,PO0000469,20160830,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000470,PO0000470,20170307,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000471,PO0000471,20170326,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000472,PO0000472,20170418,278,SUP003,WH_AM,25,25,0,0,1,1,1
GR0000473,PO0000473,20151115,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000474,PO0000474,20151212,278,SUP003,WH_APAC,20,20,0,0,1,1,1
GR0000475,PO0000475,20151227,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000476,PO0000476,20160105,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000477,PO0000477,20160131,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000478,PO0000478,20160212,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000479,PO0000479,20160310,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000480,PO0000480,20160401,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000481,PO0000481,20161016,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000482,PO0000482,20170104,278,SUP003,WH_APAC,19,19,0,0,1,1,1
GR0000483,PO0000483,20150627,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000484,PO0000484,20150705,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000485,PO0000485,20150725,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000486,PO0000486,20150810,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000487,PO0000487,20150909,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000488,PO0000488,20150927,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000489,PO0000489,20151031,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000490,PO0000490,20161014,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000491,PO0000491,20161114,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000492,PO0000492,20161220,278,SUP003,WH_EU,22,22,0,0,1,1,1
GR0000493,PO0000493,20170120,278,SUP003,WH_EU,22,22,0,1,0,1,0
GR0000494,PO0000494,20150205,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000495,PO0000495,20150308,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000496,PO0000496,20150327,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000497,PO0000497,20150513,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000498,PO0000498,20160519,282,SUP007,WH_AM,29,28,1,0,1,0,0
GR0000499,PO0000499,20160618,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000500,PO0000500,20160703,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000501,PO0000501,20160717,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000502,PO0000502,20160731,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000503,PO0000503,20160826,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000504,PO0000504,20170215,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000505,PO0000505,20170321,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000506,PO0000506,20170504,282,SUP007,WH_AM,29,29,0,0,1,1,1
GR0000507,PO0000507,20151111,282,SUP007,WH_APAC,19,18,1,0,1,0,0
GR0000508,PO0000508,20151203,282,SUP007,WH_APAC,19,18,1,0,1,0,0
GR0000509,PO0000509,20151214,282,SUP007,WH_APAC,19,19,0,0,1,1,1
GR0000510,PO0000510,20160107,282,SUP007,WH_APAC,19,19,0,0,1,1,1
GR0000511,PO0000511,20160127,282,SUP007,WH_APAC,19,19,0,0,1,1,1
GR0000512,PO0000512,20160209,282,SUP007,WH_APAC,19,18,1,0,1,0,0
GR0000513,PO0000513,20160302,282,SUP007,WH_APAC,19,19,0,0,1,1,1
GR0000514,PO0000514,20160402,282,SUP007,WH_APAC,19,19,0,0,1,1,1
GR0000515,PO0000515,20161031,282,SUP007,WH_APAC,19,18,1,0,1,0,0
GR0000516,PO0000516,20161209,282,SUP007,WH_APAC,19,19,0,0,1,1,1
GR0000517,PO0000517,20150706,282,SUP007,WH_EU,24,24,0,7,0,1,0
GR0000518,PO0000518,20150724,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000519,PO0000519,20150811,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000520,PO0000520,20150901,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000521,PO0000521,20150913,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000522,PO0000522,20150925,282,SUP007,WH_EU,24,23,1,0,1,0,0
GR0000523,PO0000523,20151018,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000524,PO0000524,20160914,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000525,PO0000525,20161107,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000526,PO0000526,20170101,282,SUP007,WH_EU,24,24,0,0,1,1,1
GR0000527,PO0000527,20170508,295,SUP002,WH_AM,12,12,0,0,1,1,1
GR0000528,PO0000528,20170527,295,SUP002,WH_AM,12,12,0,0,1,1,1
GR0000529,PO0000529,20170607,295,SUP002,WH_AM,12,12,0,0,1,1,1
GR0000530,PO0000530,20170613,295,SUP002,WH_AM,12,12,0,0,1,1,1
GR0000531,PO0000531,20170627,295,SUP002,WH_AM,12,12,0,0,1,1,1
GR0000532,PO0000532,20170718,295,SUP002,WH_EU,15,15,0,0,1,1,1
GR0000533,PO0000533,20170724,295,SUP002,WH_EU,15,15,0,0,1,1,1
GR0000534,PO0000534,20170816,295,SUP002,WH_EU,15,15,0,2,0,1,0
GR0000535,PO0000535,20170826,295,SUP002,WH_EU,15,15,0,0,1,1,1
GR0000536,PO0000536,20170910,295,SUP002,WH_EU,15,15,0,7,0,1,0
GR0000537,PO0000537,20170917,295,SUP002,WH_EU,15,15,0,0,1,1,1
GR0000538,PO0000538,20171004,303,SUP010,WH_EU,7,7,0,0,1,1,1
GR0000539,PO0000539,20171008,303,SUP010,WH_EU,7,7,0,0,1,1,1
GR0000540,PO0000540,20170524,305,SUP024,WH_AM,5,5,0,0,1,1,1
GR0000541,PO0000541,20170530,305,SUP024,WH_AM,5,5,0,0,1,1,1
GR0000542,PO0000542,20170624,305,SUP024,WH_AM,5,5,0,0,1,1,1
GR0000543,PO0000543,20170715,305,SUP024,WH_AM,5,5,0,3,0,1,0
GR0000544,PO0000544,20170723,305,SUP024,WH_EU,8,8,0,5,0,1,0
GR0000545,PO0000545,20170819,305,SUP024,WH_EU,8,7,1,9,0,0,0
GR0000546,PO0000546,20170904,305,SUP024,WH_EU,8,7,1,8,0,0,0
GR0000547,PO0000547,20171001,305,SUP024,WH_EU,8,8,0,0,1,1,1
GR0000548,PO0000548,20170512,306,SUP007,WH_AM,13,13,0,0,1,1,1
GR0000549,PO0000549,20170521,306,SUP007,WH_AM,13,13,0,0,1,1,1
GR0000550,PO0000550,20170608,306,SUP007,WH_AM,13,13,0,0,1,1,1
GR0000551,PO0000551,20170612,306,SUP007,WH_AM,13,13,0,0,1,1,1
GR0000552,PO0000552,20170708,306,SUP007,WH_AM,13,13,0,9,0,1,0
GR0000553,PO0000553,20170704,306,SUP007,WH_EU,15,14,1,0,1,0,0
GR0000554,PO0000554,20170708,306,SUP007,WH_EU,15,15,0,0,1,1,1
GR0000555,PO0000555,20170818,306,SUP007,WH_EU,15,15,0,0,1,1,1
GR0000556,PO0000556,20170830,306,SUP007,WH_EU,15,15,0,0,1,1,1
GR0000557,PO0000557,20170910,306,SUP007,WH_EU,15,15,0,0,1,1,1
GR0000558,PO0000558,20170917,306,SUP007,WH_EU,15,15,0,0,1,1,1
GR0000559,PO0000559,20170525,311,SUP018,WH_AM,5,5,0,10,0,1,0
GR0000560,PO0000560,20170601,311,SUP018,WH_AM,5,5,0,0,1,1,1
GR0000561,PO0000561,20170704,311,SUP018,WH_AM,5,5,0,0,1,1,1
GR0000562,PO0000562,20170711,311,SUP018,WH_EU,6,6,0,0,1,1,1
GR0000563,PO0000563,20170730,311,SUP018,WH_EU,6,6,0,0,1,1,1
GR0000564,PO0000564,20170810,311,SUP018,WH_EU,6,6,0,0,1,1,1
GR0000565,PO0000565,20170908,311,SUP018,WH_EU,6,6,0,0,1,1,1
GR0000566,PO0000566,20170924,311,SUP018,WH_EU,6,6,0,0,1,1,1
GR0000567,PO0000567,20170518,359,SUP018,WH_AM,14,14,0,0,1,1,1
GR0000568,PO0000568,20170529,359,SUP018,WH_AM,14,14,0,4,0,1,0
GR0000569,PO0000569,20170621,359,SUP018,WH_AM,14,14,0,7,0,1,0
GR0000570,PO0000570,20170626,359,SUP018,WH_AM,14,14,0,0,1,1,1
GR0000571,PO0000571,20170713,359,SUP018,WH_EU,19,19,0,0,1,1,1
GR0000572,PO0000572,20170728,359,SUP018,WH_EU,19,19,0,0,1,1,1
GR0000573,PO0000573,20170805,359,SUP018,WH_EU,19,19,0,0,1,1,1
GR0000574,PO0000574,20170831,359,SUP018,WH_EU,19,19,0,0,1,1,1
GR0000575,PO0000575,20170914,359,SUP018,WH_EU,19,18,1,0,1,0,0
GR0000576,PO0000576,20170924,364,SUP005,WH_EU,7,7,0,0,1,1,1
GR0000577,PO0000577,20170926,364,SUP005,WH_EU,7,7,0,0,1,1,1
GR0000578,PO0000578,20171012,364,SUP005,WH_EU,7,7,0,0,1,1,1
GR0000579,PO0000579,20150208,365,SUP012,WH_AM,2034,1889,145,0,1,0,0
GR0000580,PO0000580,20150308,365,SUP012,WH_AM,2016,2016,0,0,1,1,1
GR0000581,PO0000581,20150404,365,SUP012,WH_AM,1994,1994,0,0,1,1,1
GR0000582,PO0000582,20150503,365,SUP012,WH_AM,1994,1994,0,0,1,1,1
GR0000583,PO0000583,20150601,365,SUP012,WH_AM,2036,2036,0,0,1,1,1
GR0000584,PO0000584,20160502,365,SUP012,WH_AM,2037,2037,0,0,1,1,1
GR0000585,PO0000585,20160602,365,SUP012,WH_AM,2024,2024,0,3,0,1,0
GR0000586,PO0000586,20160627,365,SUP012,WH_AM,2035,2035,0,0,1,1,1
GR0000587,PO0000587,20160726,365,SUP012,WH_AM,2018,1978,40,0,1,0,0
GR0000588,PO0000588,20160831,365,SUP012,WH_AM,2054,2054,0,7,0,1,0
GR0000589,PO0000589,20170209,365,SUP012,WH_AM,2018,1837,181,0,1,0,0
GR0000590,PO0000590,20170307,365,SUP012,WH_AM,2038,2038,0,0,1,1,1
GR0000591,PO0000591,20170403,365,SUP012,WH_AM,1998,1917,81,0,1,0,0
GR0000592,PO0000592,20170502,365,SUP012,WH_AM,2001,2001,0,0,1,1,1
GR0000593,PO0000593,20170531,365,SUP012,WH_AM,2017,1905,112,0,1,0,0
GR0000594,PO0000594,20151123,365,SUP012,WH_APAC,936,921,15,5,0,0,0
GR0000595,PO0000595,20151208,365,SUP012,WH_APAC,936,936,0,0,1,1,1
GR0000596,PO0000596,20151223,365,SUP012,WH_APAC,951,951,0,0,1,1,1
GR0000597,PO0000597,20160107,365,SUP012,WH_APAC,959,959,0,0,1,1,1
GR0000598,PO0000598,20160201,365,SUP012,WH_APAC,965,965,0,8,0,1,0
GR0000599,PO0000599,20160217,365,SUP012,WH_APAC,994,994,0,0,1,1,1
GR0000600,PO0000600,20160304,365,SUP012,WH_APAC,949,949,0,0,1,1,1
GR0000601,PO0000601,20160319,365,SUP012,WH_APAC,946,946,0,0,1,1,1
GR0000602,PO0000602,20160403,365,SUP012,WH_APAC,935,935,0,0,1,1,1
GR0000603,PO0000603,20160915,365,SUP012,WH_APAC,935,935,0,0,1,1,1
GR0000604,PO0000604,20161025,365,SUP012,WH_APAC,954,954,0,0,1,1,1
GR0000605,PO0000605,20161203,365,SUP012,WH_APAC,936,936,0,0,1,1,1
GR0000606,PO0000606,20170115,365,SUP012,WH_APAC,950,950,0,0,1,1,1
GR0000607,PO0000607,20150712,365,SUP012,WH_EU,1530,1530,0,8,0,1,0
GR0000608,PO0000608,20150731,365,SUP012,WH_EU,1540,1540,0,0,1,1,1
GR0000609,PO0000609,20150822,365,SUP012,WH_EU,1526,1526,0,0,1,1,1
GR0000610,PO0000610,20150912,365,SUP012,WH_EU,1560,1560,0,0,1,1,1
GR0000611,PO0000611,20151006,365,SUP012,WH_EU,1534,1404,130,2,0,0,0
GR0000612,PO0000612,20151024,365,SUP012,WH_EU,1560,1560,0,0,1,1,1
GR0000613,PO0000613,20160927,365,SUP012,WH_EU,1542,1510,32,0,1,0,0
GR0000614,PO0000614,20161030,365,SUP012,WH_EU,1565,1565,0,0,1,1,1
GR0000615,PO0000615,20161203,365,SUP012,WH_EU,1543,1543,0,0,1,1,1
GR0000616,PO0000616,20170104,365,SUP012,WH_EU,1539,1539,0,0,1,1,1
GR0000617,PO0000617,20170705,365,SUP012,WH_EU,1525,1525,0,0,1,1,1
GR0000618,PO0000618,20170727,365,SUP012,WH_EU,1544,1544,0,0,1,1,1
GR0000619,PO0000619,20170819,365,SUP012,WH_EU,1583,1583,0,0,1,1,1
GR0000620,PO0000620,20170910,365,SUP012,WH_EU,1567,1567,0,0,1,1,1
GR0000621,PO0000621,20171003,365,SUP012,WH_EU,1580,1545,35,0,1,0,0
GR0000622,PO0000622,20150216,403,SUP014,WH_AM,609,600,9,0,1,0,0
GR0000623,PO0000623,20150316,403,SUP014,WH_AM,617,617,0,0,1,1,1
GR0000624,PO0000624,20150416,403,SUP014,WH_AM,602,585,17,0,1,0,0
GR0000625,PO0000625,20150514,403,SUP014,WH_AM,596,575,21,0,1,0,0
GR0000626,PO0000626,20150613,403,SUP014,WH_AM,615,615,0,0,1,1,1
GR0000627,PO0000627,20160512,403,SUP014,WH_AM,621,621,0,0,1,1,1
GR0000628,PO0000628,20160612,403,SUP014,WH_AM,611,583,28,0,1,0,0
GR0000629,PO0000629,20160709,403,SUP014,WH_AM,604,604,0,0,1,1,1
GR0000630,PO0000630,20160807,403,SUP014,WH_AM,598,598,0,0,1,1,1
GR0000631,PO0000631,20160904,403,SUP014,WH_AM,605,605,0,0,1,1,1
GR0000632,PO0000632,20170219,403,SUP014,WH_AM,599,599,0,0,1,1,1
GR0000633,PO0000633,20170322,403,SUP014,WH_AM,606,606,0,0,1,1,1
GR0000634,PO0000634,20170418,403,SUP014,WH_AM,603,603,0,0,1,1,1
GR0000635,PO0000635,20170516,403,SUP014,WH_AM,599,599,0,0,1,1,1
GR0000636,PO0000636,20170612,403,SUP014,WH_AM,599,574,25,0,1,0,0
GR0000637,PO0000637,20151120,403,SUP014,WH_APAC,282,282,0,0,1,1,1
GR0000638,PO0000638,20151207,403,SUP014,WH_APAC,284,284,0,0,1,1,1
GR0000639,PO0000639,20151224,403,SUP014,WH_APAC,284,284,0,0,1,1,1
